TITLE = "B00004"
VARIABLES = "X [mm]", "Y [mm]", "Vx [m/s]", "Vy [m/s]", "Flag"
ZONE T="Frame 1", I=102, J=77, F=POINT
-13.159 53.561 9.24626 -0.09929 2 
-11.514 53.561 9.34380 -0.08645 2 
-9.869 53.561 9.22555 -0.05210 2 
-8.224 53.561 9.39643 -0.04354 2 
-6.579 53.561 9.35153 0.01173 2 
-4.935 53.561 9.10450 -0.06196 2 
-3.290 53.561 9.29947 0.05734 2 
-1.645 53.561 9.61447 0.00898 2 
0.000 53.561 9.36024 0.11732 2 
1.645 53.561 9.56936 0.14847 2 
3.290 53.561 0.00000 -0.00000 0 
4.935 53.561 0.00000 -0.00000 0 
6.579 53.561 0.00000 -0.00000 0 
8.224 53.561 0.00000 -0.00000 0 
9.869 53.561 0.00000 -0.00000 0 
11.514 53.561 0.00000 -0.00000 0 
13.159 53.561 0.00000 -0.00000 0 
14.804 53.561 0.00000 -0.00000 0 
16.449 53.561 0.00000 -0.00000 0 
18.093 53.561 0.00000 -0.00000 0 
19.738 53.561 0.00000 -0.00000 0 
21.383 53.561 0.00000 -0.00000 0 
23.028 53.561 5.08136 -0.04351 2 
24.673 53.561 10.16272 -0.08703 2 
26.318 53.561 9.73203 0.03425 2 
27.963 53.561 9.30133 0.15552 2 
29.607 53.561 9.35305 0.15015 2 
31.252 53.561 9.34810 0.05171 2 
32.897 53.561 9.40509 0.26343 2 
34.542 53.561 9.53247 0.04784 2 
36.187 53.561 9.44038 0.03498 2 
37.832 53.561 9.33146 -0.00405 2 
39.477 53.561 9.61330 0.18563 2 
41.121 53.561 9.53730 -0.01792 2 
42.766 53.561 9.56242 0.09305 2 
44.411 53.561 9.47430 0.11099 2 
46.056 53.561 9.41920 0.15037 2 
47.701 53.561 9.56972 0.15703 2 
49.346 53.561 9.47959 0.11912 2 
50.991 53.561 9.74265 0.22075 2 
52.636 53.561 9.90223 0.27992 2 
54.280 53.561 9.67189 0.19778 2 
55.925 53.561 9.66065 0.06647 2 
57.570 53.561 9.40138 0.13142 2 
59.215 53.561 9.49138 0.21167 2 
60.860 53.561 9.71601 0.15538 2 
62.505 53.561 9.54439 -0.04531 2 
64.150 53.561 9.98576 -0.01205 2 
65.794 53.561 9.88862 0.11455 2 
67.439 53.561 9.98041 0.10426 2 
69.084 53.561 9.37771 -0.04242 2 
70.729 53.561 9.57155 0.03415 2 
72.374 53.561 9.59662 0.00857 2 
74.019 53.561 9.62169 -0.01702 2 
75.664 53.561 9.56901 -0.03856 2 
77.308 53.561 9.51633 -0.06011 2 
78.953 53.561 9.55840 -0.03688 2 
80.598 53.561 9.70301 -0.12204 2 
82.243 53.561 9.58048 -0.06734 2 
83.888 53.561 9.27544 0.14905 2 
85.533 53.561 9.47513 -0.06830 2 
87.178 53.561 9.59236 0.08422 2 
88.822 53.561 9.69322 0.14219 2 
90.467 53.561 9.63654 0.05488 2 
92.112 53.561 9.82342 0.07025 2 
93.757 53.561 9.60730 0.23782 2 
95.402 53.561 9.58319 0.20496 2 
97.047 53.561 9.78054 0.05587 2 
98.692 53.561 10.12859 -0.14145 2 
100.336 53.561 4.90147 -0.13063 2 
101.981 53.561 0.00000 -0.00000 0 
103.626 53.561 0.00000 -0.00000 0 
105.271 53.561 0.00000 -0.00000 0 
106.916 53.561 0.00000 -0.00000 0 
108.561 53.561 0.00000 -0.00000 0 
110.206 53.561 4.91806 0.14063 2 
111.850 53.561 9.83613 0.28125 2 
113.495 53.561 9.98802 0.08102 2 
115.140 53.561 9.66586 -0.11171 2 
116.785 53.561 9.42828 0.17630 2 
118.430 53.561 9.73346 0.04753 2 
120.075 53.561 9.70989 0.15927 2 
121.720 53.561 9.61235 0.15088 2 
123.364 53.561 9.66653 0.24038 2 
125.009 53.561 9.54272 0.16097 2 
126.654 53.561 9.63575 0.05412 2 
128.299 53.561 9.72878 -0.05273 2 
129.944 53.561 9.63872 -0.03792 2 
131.589 53.561 9.78020 0.06495 2 
133.234 53.561 9.74487 0.18534 2 
134.879 53.561 9.66330 0.14840 2 
136.523 53.561 9.47965 0.01368 2 
138.168 53.561 9.29601 -0.12105 2 
139.813 53.561 9.55151 -0.13356 2 
141.458 53.561 9.53295 -0.03087 2 
143.103 53.561 9.51439 0.07183 2 
144.748 53.561 9.46804 0.11274 2 
146.393 53.561 9.49424 0.21867 2 
148.037 53.561 9.76354 0.13842 2 
149.682 53.561 9.70523 0.11215 2 
151.327 53.561 9.91141 0.23071 2 
152.972 53.561 0.00000 -0.00000 0 
-13.159 51.916 9.06778 -0.13618 2 
-11.514 51.916 9.39189 -0.04947 2 
-9.869 51.916 9.30174 -0.09951 2 
-8.224 51.916 9.33129 -0.17566 2 
-6.579 51.916 9.39242 0.12339 2 
-4.935 51.916 9.27420 0.18542 2 
-3.290 51.916 9.21242 0.13348 2 
-1.645 51.916 9.35288 -0.05223 2 
0.000 51.916 9.14667 0.03275 2 
1.645 51.916 9.55837 0.08468 2 
3.290 51.916 0.00000 -0.00000 0 
4.935 51.916 0.00000 -0.00000 0 
6.579 51.916 0.00000 -0.00000 0 
8.224 51.916 0.00000 -0.00000 0 
9.869 51.916 0.00000 -0.00000 0 
11.514 51.916 0.00000 -0.00000 0 
13.159 51.916 0.00000 -0.00000 0 
14.804 51.916 0.00000 -0.00000 0 
16.449 51.916 0.00000 -0.00000 0 
18.093 51.916 0.00000 -0.00000 0 
19.738 51.916 0.00000 -0.00000 0 
21.383 51.916 0.00000 -0.00000 0 
23.028 51.916 4.67420 0.05323 2 
24.673 51.916 9.34840 0.10647 2 
26.318 51.916 9.34677 0.26882 2 
27.963 51.916 9.40413 0.29310 2 
29.607 51.916 9.44673 0.39549 2 
31.252 51.916 9.24136 0.48273 2 
32.897 51.916 9.58764 0.54385 2 
34.542 51.916 9.45429 0.24890 2 
36.187 51.916 9.17128 0.33804 2 
37.832 51.916 9.48578 0.39763 2 
39.477 51.916 9.63371 0.47979 2 
41.121 51.916 9.42970 0.35208 2 
42.766 51.916 9.51358 0.75239 2 
44.411 51.916 9.53279 0.66573 2 
46.056 51.916 9.29048 0.40729 2 
47.701 51.916 9.35248 0.51531 2 
49.346 51.916 9.45916 0.55206 2 
50.991 51.916 9.61834 0.51164 2 
52.636 51.916 9.65211 0.16026 2 
54.280 51.916 9.80493 0.09296 2 
55.925 51.916 9.60461 0.34071 2 
57.570 51.916 9.49080 0.53783 2 
59.215 51.916 9.44182 0.42909 2 
60.860 51.916 9.64991 0.66403 2 
62.505 51.916 9.57281 0.54237 2 
64.150 51.916 9.39696 0.46015 2 
65.794 51.916 9.64613 0.71260 2 
67.439 51.916 9.70223 0.17444 2 
69.084 51.916 9.61273 0.33869 2 
70.729 51.916 9.73513 0.24076 2 
72.374 51.916 9.60714 0.67031 2 
74.019 51.916 9.59051 0.47273 2 
75.664 51.916 9.55807 0.11777 2 
77.308 51.916 9.46800 0.43031 2 
78.953 51.916 9.48768 0.06798 2 
80.598 51.916 9.73033 0.23412 2 
82.243 51.916 9.67092 0.53424 2 
83.888 51.916 9.23339 0.46630 2 
85.533 51.916 9.36612 0.29389 2 
87.178 51.916 9.50719 0.33417 2 
88.822 51.916 9.70739 0.16612 2 
90.467 51.916 9.36795 0.16465 2 
92.112 51.916 9.66583 0.09612 2 
93.757 51.916 9.77201 0.37522 2 
95.402 51.916 9.40644 0.45072 2 
97.047 51.916 9.46242 0.15840 2 
98.692 51.916 10.04128 0.08321 2 
100.336 51.916 5.02064 0.04160 2 
101.981 51.916 0.00000 -0.00000 0 
103.626 51.916 0.00000 -0.00000 0 
105.271 51.916 0.00000 -0.00000 0 
106.916 51.916 0.00000 -0.00000 0 
108.561 51.916 0.00000 -0.00000 0 
110.206 51.916 4.88165 -0.01643 2 
111.850 51.916 9.76329 -0.03286 2 
113.495 51.916 9.61192 0.39011 2 
115.140 51.916 9.62881 -0.03711 2 
116.785 51.916 9.54947 0.17800 2 
118.430 51.916 9.74999 0.39293 2 
120.075 51.916 9.98186 0.14196 2 
121.720 51.916 9.67946 0.16672 2 
123.364 51.916 9.55699 0.25834 2 
125.009 51.916 9.66033 0.42137 2 
126.654 51.916 9.73934 0.37611 2 
128.299 51.916 9.81836 0.33085 2 
129.944 51.916 9.43212 0.16273 2 
131.589 51.916 9.61652 0.51829 2 
133.234 51.916 9.83202 0.39900 2 
134.879 51.916 9.63812 0.43405 2 
136.523 51.916 9.62498 0.41403 2 
138.168 51.916 9.47342 0.19566 2 
139.813 51.916 9.82585 0.05654 2 
141.458 51.916 9.79591 0.27066 2 
143.103 51.916 9.47065 0.04395 2 
144.748 51.916 9.76067 0.39498 2 
146.393 51.916 9.81819 0.37400 2 
148.037 51.916 9.75968 0.34228 2 
149.682 51.916 9.69063 0.27857 2 
